Tag,popular_index,count,ratio(%)
순정녀,56,1,0.1276673354003283
로판,56,1,0.1276673354003283
동양풍로맨스,56,2,0.1276673354003283
로맨틱코미디,55,3,0.12538756155389386
햇살녀,54,2,0.12310778770745943
청춘로맨스,53,2,0.120828013861025
눈물샘자극,52,1,0.11854824001459056
육아물,52,1,0.11854824001459056
2017 최강자전,51,1,0.11626846616815611
직진녀,50,1,0.11398869232172168
음식&요리,48,1,0.10942914462885281
캠퍼스로맨스,48,1,0.10942914462885281
까칠남,48,1,0.10942914462885281
친구>연인,48,1,0.10942914462885281
현대판타지,47,2,0.10714937078241837
오피스로맨스,46,1,0.10486959693598394
구원서사,44,2,0.10031004924311508
짝사랑남,43,1,0.09803027539668065
해외작품,43,2,0.09803027539668065
순진남,42,1,0.09575050155024621
햇살남,42,1,0.09575050155024621
까칠녀,42,1,0.09575050155024621
2023 지상최대공모전,42,2,0.09575050155024621
오컬트판타지,41,2,0.09347072770381178
계략녀,40,1,0.09119095385737735
계약연애,40,1,0.09119095385737735
선결혼후연애,40,1,0.09119095385737735
궁중로맨스,40,1,0.09119095385737735
다정남,40,1,0.09119095385737735
역사물,39,1,0.08891118001094292
후회남,37,1,0.08435163231807405
순애녀,35,1,0.07979208462520518
하렘,34,1,0.07751231077877074
악녀,32,1,0.07295276308590187
중세,30,1,0.06839321539303302
아카데미물,28,1,0.06383366770016415
던전물,28,1,0.06383366770016415
환골탈태,26,1,0.05927412000729528
스포츠성장,26,1,0.05927412000729528
축구,26,1,0.05927412000729528
짝사랑녀,24,1,0.054714572314426405
2021 지상최대공모전,22,2,0.05015502462155754
신화,16,1,0.036476381542950936
햇살캐,15,1,0.03419660769651651
하이틴,15,3,0.03419660769651651
전남친,14,1,0.03191683385008207
직진남,11,1,0.02507751231077877
퓨전사극,11,1,0.02507751231077877
삼각관계,10,1,0.02279773846434434
미래,9,2,0.020517964617909903
블랙코미디,9,1,0.020517964617909903
열혈병맛개그,9,1,0.020517964617909903
동아리,7,1,0.015958416925041036
걸크러시,5,1,0.01139886923217217
인플루언서,4,1,0.009119095385737734
