Tag,popular_index,count,ratio(%)
2024 연재직행열차,35,1,0.08449412162325279
인소감성,34,1,0.08208000386258842
직진남,34,1,0.08208000386258842
아포칼립스,31,1,0.07483765058059533
명랑녀,30,1,0.07242353281993096
육아물,29,1,0.07000941505926658
순애녀,22,1,0.053110590734616034
소심녀,22,1,0.053110590734616034
감성드라마,20,1,0.048282355213287304
옴니버스,20,1,0.048282355213287304
차원이동,19,1,0.04586823745262294
던전물,19,1,0.04586823745262294
헌신남,16,1,0.03862588417062984
짝사랑남,16,1,0.03862588417062984
헌터물,15,1,0.03621176640996548
2025 연재직행열차,14,1,0.03379764864930111
인외존재,10,1,0.024141177606643652
동물,10,1,0.024141177606643652
연예계로맨스,9,1,0.021727059845979287
동아리,8,1,0.01931294208531492
2017 최강자전,7,1,0.016898824324650556
미래,5,1,0.012070588803321826
비밀연애,3,1,0.0072423532819930955
