Tag,popular_index,count,ratio(%)
판타지,2397,42,5.677673030460941
로맨스,1888,42,4.472026149983419
액션,1455,21,3.4463972713060778
현대,939,17,2.2241697853995928
드라마,922,17,2.183902600786394
액션판타지,851,14,2.0157278885783314
자극적인,788,11,1.8665024397176562
감성적인,742,13,1.7575441754701784
개그,711,15,1.6841157799990525
무협/사극,682,8,1.6154247003647733
사이다,652,10,1.5443649628120706
청춘,575,13,1.3619783030934673
모험,562,10,1.3311857501539628
소설원작,539,10,1.276706618030224
성장물,515,11,1.219858827988062
스릴러,465,9,1.1014259320668909
병맛,451,7,1.068264721208963
일상,448,10,1.0611587474536928
무해한,437,8,1.035103510351035
왕족/귀족,435,7,1.0303661945141882
가벼운,423,8,1.001942299493107
지금추천작,398,5,0.9427258515325218
세계관,394,5,0.9332512198588281
동양풍판타지,388,5,0.9190392723482874
공감,383,7,0.9071959827561704
복수극,382,7,0.9048273248377469
서양,378,6,0.8953526931640532
동양,378,7,0.8953526931640532
능력녀,375,5,0.8882467194087831
오피스,374,5,0.8858780614903595
오컬트,374,6,0.8858780614903595
회귀,366,5,0.8669287981429722
미친작화,355,5,0.8408735610403145
크리처,350,5,0.8290302714481975
이능력,344,6,0.8148183239376569
레드아이스 스튜디오,338,5,0.8006063764271164
우정,332,8,0.7863944289165758
사연녀,330,6,0.7816571130797291
사연남,323,6,0.7650765076507651
혐관,322,6,0.7627078497323416
판무,317,3,0.7508645601402245
느와르,316,6,0.7484959022218012
참교육,314,3,0.7437585863849543
햇살남,305,5,0.7224406651191435
요즘핫한추천작,300,3,0.7105973755270264
상태창,292,6,0.6916481121796391
인외존재,289,9,0.6845421384243687
리얼로맨스,280,5,0.663224217158558
집착남,276,4,0.6537495854848643
판타지개그,275,6,0.6513809275664408
감성,271,4,0.6419062958927472
컷툰,267,5,0.6324316642190535
먼치킨,265,4,0.6276943483822067
소년물,263,5,0.6229570325453598
가족,254,5,0.601639111279549
설렘폭발,243,5,0.5755838741768914
게임,241,5,0.5708465583400445
타임슬립,240,3,0.568477900421621
계략남,238,3,0.5637405845847743
성인웹툰,236,3,0.5590032687479274
능력남,232,3,0.5495286370742337
마법,232,4,0.5495286370742337
힐링,232,4,0.5495286370742337
미스터리,229,4,0.5424226633189635
평범녀,227,4,0.5376853474821166
로판,226,3,0.5353166895636932
직업드라마,226,3,0.5353166895636932
나쁜남자,220,4,0.5211047420531527
순정남,217,5,0.5139987682978824
고인물,211,2,0.4997868207873419
차원이동,192,3,0.4547823203372969
시리어스,190,2,0.45004500450045004
바디 호러,190,2,0.45004500450045004
고자극스릴러,190,2,0.45004500450045004
이세계,185,3,0.43820171490833293
공식미남,184,2,0.43583305698990954
중년,184,2,0.43583305698990954
외유내강녀,180,3,0.42635842531621587
현대판타지,180,4,0.42635842531621587
캠퍼스,179,3,0.4239897673977924
재벌남,177,3,0.4192524515609456
재벌,177,2,0.4192524515609456
시대물,171,4,0.40504050405040504
첫사랑,164,3,0.3884598986214411
열혈병맛개그,162,3,0.38372258278459426
능글남,162,3,0.38372258278459426
신화,160,3,0.3789852669477474
2023 지상최대공모전,160,2,0.3789852669477474
러블리,160,3,0.3789852669477474
게임판타지,154,2,0.36477331943720687
유혹남,154,2,0.36477331943720687
고자극로맨스,152,3,0.36003600360036003
용사,151,2,0.3576673456819366
로맨틱코미디,149,5,0.35293002984508975
구원서사,149,3,0.35293002984508975
중세판타지액션,146,3,0.34582405608981953
소심녀,144,3,0.3410867402529727
생존,142,4,0.3363494244161258
소년왕도물,138,2,0.32687479274243214
재회,132,4,0.3126628452318916
배틀,130,3,0.30792552939504475
순애남,129,2,0.30555687147662136
대형견남,128,2,0.3031882135581979
오컬트판타지,128,3,0.3031882135581979
중세,120,2,0.2842389502108105
치명적인,120,2,0.2842389502108105
결혼생활,119,2,0.28187029229238714
독자PICK,113,5,0.2676583447818466
범죄,113,2,0.2676583447818466
다정남,112,2,0.2652896868634232
공포,106,2,0.2510777393528827
